income_annum,loan_amount,loan_term,cibil_score,loan_status,LTI_Category,LTV_Category,DTI_Category
5900000,15200000,2,547,0,0.0,0.0,3.0
8600000,26300000,10,843,1,1.0,0.0,1.0
3400000,13200000,8,783,1,1.0,0.0,2.0
1000000,3200000,14,790,1,1.0,0.0,1.0
4400000,14200000,16,409,0,1.0,0.0,1.0
3600000,7800000,14,376,0,0.0,0.0,0.0
1400000,2700000,8,625,1,0.0,0.0,1.0
5300000,10900000,18,707,1,0.0,0.0,0.0
9400000,20500000,6,645,1,0.0,0.0,2.0
6600000,22100000,6,887,1,1.0,1.0,3.0
9800000,37600000,18,319,0,1.0,1.0,1.0
1900000,4900000,20,647,1,0.0,0.0,0.0
5800000,22500000,6,888,1,1.0,1.0,3.0
3100000,10400000,10,420,0,1.0,0.0,1.0
6800000,18400000,2,791,1,0.0,0.0,3.0
4600000,16200000,12,891,1,1.0,1.0,1.0
200000,700000,16,641,1,1.0,0.0,1.0
9500000,22800000,6,319,0,0.0,0.0,2.0
6200000,22200000,20,819,1,1.0,0.0,0.0
9700000,32300000,18,387,0,1.0,1.0,0.0
4200000,12300000,2,686,1,0.0,0.0,3.0
5700000,12000000,4,415,0,0.0,0.0,3.0
200000,500000,6,885,0,0.0,3.0,2.0
8000000,25500000,4,722,1,1.0,0.0,3.0
5200000,20400000,20,761,1,1.0,1.0,0.0
7100000,15200000,8,389,0,0.0,0.0,1.0
9300000,27900000,12,600,1,0.0,1.0,1.0
2000000,6100000,2,407,1,1.0,0.0,3.0
3900000,14000000,18,829,1,1.0,0.0,0.0
2800000,5900000,6,895,1,0.0,0.0,2.0
3000000,11100000,12,441,0,1.0,0.0,1.0
4500000,9800000,16,895,1,0.0,0.0,0.0
1900000,4300000,4,826,1,0.0,0.0,3.0
2300000,7200000,8,453,0,1.0,0.0,2.0
4700000,17500000,2,701,1,1.0,1.0,3.0
1300000,2700000,8,627,1,0.0,1.0,1.0
3100000,11000000,2,543,1,1.0,0.0,3.0
8400000,17500000,18,411,0,0.0,0.0,0.0
1700000,5800000,4,583,1,1.0,0.0,3.0
1900000,7500000,2,889,1,1.0,1.0,3.0
2400000,8600000,8,684,1,1.0,1.0,2.0
6800000,20500000,10,578,1,1.0,0.0,1.0
2900000,10900000,20,445,0,1.0,0.0,0.0
8900000,26300000,10,369,0,0.0,0.0,1.0
8800000,22200000,18,794,1,0.0,0.0,0.0
8200000,19200000,16,492,0,0.0,0.0,0.0
3600000,13200000,16,557,1,1.0,0.0,1.0
9500000,31800000,6,519,0,1.0,1.0,3.0
1900000,5700000,18,699,1,0.0,0.0,0.0
9100000,24600000,2,741,1,0.0,0.0,3.0
1100000,3800000,18,508,0,1.0,1.0,0.0
1100000,2800000,10,647,1,0.0,0.0,1.0
9300000,28600000,14,656,1,1.0,0.0,1.0
3900000,10600000,2,439,0,0.0,0.0,3.0
1500000,4000000,12,350,0,0.0,0.0,1.0
800000,2200000,6,493,0,0.0,0.0,2.0
600000,1800000,6,851,1,0.0,0.0,2.0
4400000,12500000,18,492,0,0.0,0.0,0.0
2700000,5400000,6,861,1,0.0,0.0,1.0
6200000,14600000,2,664,1,0.0,0.0,3.0
700000,1300000,16,362,0,0.0,0.0,0.0
3400000,9400000,6,703,1,0.0,0.0,2.0
4900000,16800000,12,758,1,1.0,1.0,1.0
4200000,9700000,2,396,0,0.0,0.0,3.0
5300000,10600000,2,828,1,0.0,0.0,3.0
3700000,10000000,20,709,1,0.0,0.0,0.0
5600000,17500000,10,528,0,1.0,0.0,1.0
4300000,16000000,14,623,1,1.0,0.0,1.0
7100000,24500000,14,599,1,1.0,0.0,1.0
5400000,12700000,4,622,1,0.0,0.0,3.0
6000000,13100000,6,385,0,0.0,0.0,2.0
4100000,12500000,2,579,1,1.0,0.0,3.0
8300000,17900000,20,846,1,0.0,0.0,0.0
8100000,23900000,10,449,0,0.0,0.0,1.0
7200000,24900000,14,666,1,1.0,1.0,1.0
7200000,17500000,4,380,0,0.0,1.0,3.0
3500000,8100000,4,589,1,0.0,0.0,3.0
6200000,19500000,12,845,1,1.0,1.0,1.0
5200000,17300000,10,401,0,1.0,1.0,1.0
4500000,14500000,2,766,1,1.0,0.0,3.0
5400000,15100000,12,522,0,0.0,0.0,1.0
2000000,6900000,6,834,1,1.0,0.0,3.0
8900000,25400000,8,588,1,0.0,0.0,2.0
5000000,10600000,4,570,1,0.0,0.0,3.0
4900000,17600000,6,860,1,1.0,0.0,3.0
5300000,19200000,4,655,1,1.0,0.0,3.0
8500000,27700000,4,457,1,1.0,3.0,3.0
700000,2100000,14,863,1,0.0,0.0,1.0
5900000,18900000,4,742,1,1.0,0.0,3.0
3500000,13300000,4,798,1,1.0,0.0,3.0
7700000,18900000,16,552,1,0.0,0.0,0.0
4500000,12500000,12,418,0,0.0,0.0,1.0
9100000,22200000,6,419,0,0.0,1.0,2.0
9000000,29900000,2,668,1,1.0,0.0,3.0
8900000,29200000,8,608,1,1.0,0.0,2.0
6500000,13800000,10,342,0,0.0,0.0,1.0
8100000,18000000,8,817,1,0.0,0.0,1.0
8400000,29900000,16,476,0,1.0,0.0,1.0
5300000,20000000,6,881,1,1.0,0.0,3.0
4100000,15600000,12,838,1,1.0,0.0,1.0
6900000,27400000,4,406,1,1.0,0.0,3.0
5200000,19500000,12,778,1,1.0,0.0,1.0
2000000,7400000,14,799,1,1.0,0.0,1.0
4600000,17800000,20,716,1,1.0,0.0,0.0
7100000,20100000,16,756,1,0.0,0.0,0.0
9300000,20100000,10,743,1,0.0,0.0,1.0
5400000,19400000,20,731,1,1.0,0.0,0.0
4100000,8500000,2,833,1,0.0,0.0,3.0
4900000,11400000,8,470,0,0.0,0.0,1.0
5400000,21200000,20,734,1,1.0,1.0,0.0
3000000,9600000,12,620,1,1.0,0.0,1.0
6800000,14400000,8,812,1,0.0,0.0,1.0
5100000,14000000,12,459,0,0.0,0.0,1.0
9800000,32600000,10,704,1,1.0,1.0,1.0
1600000,4100000,6,391,0,0.0,0.0,2.0
8000000,29100000,4,421,1,1.0,0.0,3.0
2900000,6700000,14,796,1,0.0,0.0,0.0
9200000,30300000,10,607,1,1.0,0.0,1.0
9500000,20400000,14,376,0,0.0,0.0,0.0
3700000,8500000,8,424,0,0.0,0.0,1.0
7100000,20800000,6,442,0,0.0,0.0,2.0
5600000,17600000,14,448,0,1.0,0.0,1.0
1200000,2700000,2,638,1,0.0,0.0,3.0
1600000,5600000,6,710,1,1.0,0.0,3.0
1600000,4800000,20,641,1,0.0,0.0,0.0
5300000,20200000,10,348,0,1.0,0.0,2.0
9100000,19900000,20,519,0,0.0,0.0,0.0
9400000,35000000,10,517,0,1.0,0.0,2.0
5900000,22400000,6,375,0,1.0,0.0,3.0
1100000,3400000,10,426,0,1.0,0.0,1.0
3100000,11500000,14,785,1,1.0,0.0,1.0
2200000,8600000,20,373,0,1.0,1.0,0.0
6000000,20100000,6,476,0,1.0,0.0,3.0
2000000,5600000,18,320,0,0.0,0.0,0.0
7200000,22900000,18,657,1,1.0,0.0,0.0
500000,1900000,12,868,1,1.0,1.0,1.0
5800000,13900000,6,345,0,0.0,0.0,2.0
200000,300000,6,472,0,0.0,0.0,1.0
4600000,9500000,20,613,1,0.0,0.0,0.0
4600000,12800000,14,769,1,0.0,0.0,0.0
6500000,23100000,20,741,1,1.0,0.0,0.0
4400000,16600000,14,889,1,1.0,1.0,1.0
900000,3600000,10,683,1,1.0,0.0,2.0
3200000,7400000,18,780,1,0.0,0.0,0.0
600000,1100000,8,538,0,0.0,0.0,1.0
5200000,12600000,10,721,1,0.0,0.0,1.0
6400000,15200000,14,467,0,0.0,0.0,0.0
1000000,2500000,6,551,1,0.0,0.0,2.0
6800000,14800000,14,803,1,0.0,0.0,0.0
3000000,8400000,10,361,0,0.0,0.0,1.0
8700000,30700000,6,708,1,1.0,0.0,3.0
8800000,20900000,18,766,1,0.0,0.0,0.0
3900000,11500000,2,464,0,0.0,0.0,3.0
1700000,4300000,2,517,0,0.0,0.0,3.0
900000,2300000,6,747,1,0.0,0.0,2.0
7200000,24700000,6,596,1,1.0,1.0,3.0
9200000,25400000,2,783,1,0.0,0.0,3.0
5700000,19400000,2,335,1,1.0,0.0,3.0
1100000,2700000,4,889,1,0.0,0.0,3.0
1100000,2200000,4,874,1,0.0,0.0,2.0
6000000,23900000,4,394,1,1.0,1.0,3.0
8100000,28500000,20,420,0,1.0,1.0,0.0
6500000,25100000,20,848,1,1.0,0.0,0.0
7600000,17900000,16,788,1,0.0,0.0,0.0
2200000,4900000,8,509,0,0.0,0.0,1.0
6300000,23900000,6,899,1,1.0,1.0,3.0
6700000,15800000,12,466,0,0.0,0.0,0.0
1300000,4300000,2,595,1,1.0,1.0,3.0
2800000,6700000,12,322,0,0.0,0.0,0.0
7000000,18900000,2,691,1,0.0,0.0,3.0
8800000,26700000,10,379,0,1.0,0.0,1.0
8900000,25800000,18,531,0,0.0,0.0,0.0
7000000,21800000,4,631,1,1.0,0.0,3.0
6900000,18600000,10,330,0,0.0,0.0,1.0
9200000,29200000,16,383,0,1.0,0.0,0.0
6100000,19700000,16,678,1,1.0,0.0,1.0
4400000,14700000,8,894,1,1.0,0.0,2.0
9900000,22700000,12,567,1,0.0,0.0,0.0
3900000,14000000,4,708,1,1.0,1.0,3.0
6800000,21200000,2,433,1,1.0,0.0,3.0
3600000,8700000,14,302,0,0.0,0.0,0.0
700000,2600000,14,736,1,1.0,0.0,1.0
4000000,8500000,6,323,0,0.0,0.0,2.0
1800000,4100000,12,670,1,0.0,0.0,0.0
5600000,21000000,12,609,1,1.0,0.0,1.0
6800000,24200000,18,349,0,1.0,0.0,0.0
600000,1500000,2,319,0,0.0,0.0,3.0
4200000,16200000,14,391,0,1.0,1.0,1.0
5000000,18700000,10,755,1,1.0,2.0,2.0
4100000,12200000,6,354,0,0.0,0.0,2.0
2200000,8800000,2,877,1,1.0,0.0,3.0
3400000,8600000,16,312,0,0.0,0.0,0.0
7100000,15900000,14,746,1,0.0,0.0,0.0
5800000,19600000,16,313,0,1.0,0.0,1.0
3400000,12900000,14,857,1,1.0,1.0,1.0
7700000,18300000,20,504,0,0.0,0.0,0.0
500000,1200000,14,556,1,0.0,0.0,0.0
5300000,11000000,14,393,0,0.0,0.0,0.0
4700000,14400000,14,881,1,1.0,0.0,1.0
4300000,12200000,14,719,1,0.0,0.0,1.0
900000,2500000,16,458,0,0.0,0.0,0.0
2000000,7500000,14,857,1,1.0,1.0,1.0
2000000,7600000,16,429,0,1.0,0.0,1.0
4100000,15900000,12,538,0,1.0,2.0,1.0
6900000,14400000,10,828,1,0.0,0.0,1.0
2300000,6100000,6,339,0,0.0,0.0,2.0
5800000,16600000,18,376,0,0.0,0.0,0.0
8000000,30000000,14,549,0,1.0,1.0,1.0
3700000,12700000,18,587,1,1.0,0.0,0.0
2600000,8400000,18,861,1,1.0,1.0,0.0
3000000,7000000,12,409,0,0.0,0.0,0.0
2700000,10200000,4,528,1,1.0,0.0,3.0
5700000,19600000,8,691,1,1.0,1.0,2.0
1500000,3600000,4,584,1,0.0,0.0,3.0
6800000,20000000,4,459,0,0.0,0.0,3.0
8100000,31700000,10,755,1,1.0,1.0,2.0
9200000,27700000,20,688,1,1.0,0.0,0.0
7600000,26000000,6,384,0,1.0,2.0,3.0
600000,1600000,20,869,1,0.0,0.0,0.0
4700000,18700000,20,445,0,1.0,3.0,0.0
1400000,5500000,6,393,0,1.0,0.0,3.0
9400000,24600000,10,414,0,0.0,0.0,1.0
9700000,19900000,16,395,0,0.0,0.0,0.0
8900000,21000000,14,815,1,0.0,0.0,0.0
4600000,10500000,8,758,1,0.0,0.0,1.0
5600000,14500000,10,457,0,0.0,0.0,1.0
1000000,3200000,10,854,1,1.0,0.0,1.0
3500000,10300000,16,324,0,0.0,0.0,0.0
7900000,31500000,14,849,1,1.0,0.0,1.0
6100000,24200000,12,672,1,1.0,1.0,1.0
8900000,20900000,6,859,1,0.0,0.0,2.0
5300000,15400000,8,584,1,0.0,0.0,2.0
1300000,4800000,4,346,1,1.0,0.0,3.0
4000000,12800000,18,635,1,1.0,0.0,0.0
8700000,22700000,4,365,0,0.0,0.0,3.0
9500000,20000000,16,856,1,0.0,0.0,0.0
9000000,20000000,2,440,0,0.0,0.0,3.0
7300000,23300000,2,616,1,1.0,0.0,3.0
7400000,25700000,2,461,1,1.0,2.0,3.0
3100000,10800000,10,681,1,1.0,1.0,1.0
4300000,9400000,2,485,0,0.0,0.0,3.0
2400000,8300000,6,684,1,1.0,0.0,3.0
5400000,17900000,14,727,1,1.0,0.0,1.0
1600000,5100000,6,784,1,1.0,0.0,3.0
9900000,20400000,4,865,1,0.0,0.0,3.0
5800000,20100000,18,791,1,1.0,0.0,0.0
2200000,8500000,16,866,1,1.0,0.0,1.0
5000000,14400000,2,761,1,0.0,0.0,3.0
600000,2100000,18,572,1,1.0,2.0,0.0
2200000,8600000,6,601,1,1.0,0.0,3.0
2600000,5500000,14,820,1,0.0,0.0,0.0
1200000,4300000,8,598,1,1.0,0.0,2.0
3100000,8700000,18,544,0,0.0,0.0,0.0
4600000,14500000,14,561,1,1.0,0.0,1.0
9300000,35500000,6,547,0,1.0,0.0,3.0
6300000,13400000,2,504,0,0.0,0.0,3.0
5900000,20800000,14,530,0,1.0,0.0,1.0
2900000,10600000,6,614,1,1.0,2.0,3.0
6100000,22400000,18,351,0,1.0,0.0,1.0
5900000,19700000,10,431,0,1.0,0.0,1.0
4600000,18400000,10,403,0,1.0,1.0,2.0
7000000,20200000,8,668,1,0.0,0.0,2.0
5100000,10400000,18,399,0,0.0,0.0,0.0
3100000,10600000,14,665,1,1.0,0.0,1.0
4100000,12800000,16,344,0,1.0,0.0,0.0
1800000,5400000,16,555,1,0.0,0.0,0.0
8200000,26900000,20,301,0,1.0,0.0,0.0
800000,2100000,6,726,1,0.0,0.0,2.0
8400000,23100000,6,689,1,0.0,0.0,2.0
8500000,33900000,4,665,1,1.0,1.0,3.0
3300000,12700000,16,608,1,1.0,0.0,1.0
5800000,12800000,20,335,0,0.0,0.0,0.0
4400000,10500000,18,677,1,0.0,0.0,0.0
2600000,8500000,2,491,1,1.0,1.0,3.0
9600000,28100000,20,763,1,0.0,0.0,0.0
5200000,18100000,8,809,1,1.0,1.0,2.0
9700000,36400000,16,544,0,1.0,1.0,1.0
200000,800000,14,624,1,1.0,1.0,1.0
6500000,16800000,10,388,0,0.0,0.0,1.0
7200000,23100000,14,644,1,1.0,0.0,1.0
5200000,18400000,14,600,1,1.0,0.0,1.0
6500000,14100000,2,709,1,0.0,0.0,3.0
2300000,5600000,8,642,1,0.0,0.0,1.0
3300000,10400000,4,423,1,1.0,0.0,3.0
2000000,5900000,12,900,1,0.0,0.0,1.0
8300000,19500000,4,415,0,0.0,0.0,3.0
3800000,14300000,4,645,1,1.0,1.0,3.0
5700000,15600000,16,742,1,0.0,1.0,0.0
7300000,19800000,8,724,1,0.0,0.0,1.0
1600000,5400000,12,707,1,1.0,0.0,1.0
800000,2500000,4,780,1,1.0,1.0,3.0
6300000,21900000,10,538,0,1.0,0.0,1.0
8800000,17700000,14,706,1,0.0,0.0,0.0
7300000,14500000,16,811,1,0.0,0.0,0.0
3800000,9100000,14,849,1,0.0,0.0,0.0
6200000,16700000,10,880,1,0.0,0.0,1.0
3500000,9500000,4,664,1,0.0,0.0,3.0
1400000,5000000,2,465,1,1.0,0.0,3.0
3500000,12000000,2,786,1,1.0,1.0,3.0
600000,2000000,10,326,0,1.0,0.0,1.0
4100000,10800000,16,399,0,0.0,0.0,0.0
5400000,11500000,6,841,1,0.0,0.0,2.0
2000000,6700000,14,638,1,1.0,0.0,1.0
3500000,8900000,4,478,0,0.0,0.0,3.0
8300000,30000000,4,600,1,1.0,0.0,3.0
6700000,15600000,16,768,1,0.0,0.0,0.0
1900000,6500000,10,523,0,1.0,1.0,1.0
6500000,20900000,14,327,0,1.0,0.0,1.0
600000,1800000,8,799,1,0.0,0.0,2.0
7000000,23000000,18,803,1,1.0,0.0,0.0
7700000,15400000,18,524,0,0.0,0.0,0.0
2600000,6600000,6,506,0,0.0,0.0,2.0
9200000,18800000,2,351,0,0.0,0.0,3.0
1800000,4200000,8,648,1,0.0,0.0,1.0
4900000,18500000,4,612,1,1.0,0.0,3.0
5700000,12400000,14,396,0,0.0,0.0,0.0
300000,800000,2,458,0,0.0,0.0,3.0
1700000,3400000,6,488,0,0.0,0.0,1.0
7000000,18900000,6,475,0,0.0,1.0,2.0
2200000,7000000,18,417,0,1.0,0.0,0.0
6800000,18700000,8,781,1,0.0,0.0,1.0
2400000,6200000,12,337,0,0.0,0.0,1.0
600000,1800000,12,511,0,0.0,0.0,1.0
6200000,17300000,6,837,1,0.0,0.0,2.0
7600000,24600000,12,810,1,1.0,0.0,1.0
4800000,10600000,8,588,1,0.0,0.0,1.0
4200000,9200000,12,870,1,0.0,0.0,0.0
7200000,20700000,10,733,1,0.0,0.0,1.0
6400000,20300000,16,348,0,1.0,0.0,0.0
8900000,23000000,12,741,1,0.0,0.0,1.0
5100000,14500000,12,306,0,0.0,1.0,1.0
6300000,19500000,18,428,0,1.0,0.0,0.0
6600000,22100000,4,455,1,1.0,0.0,3.0
4800000,14700000,2,356,1,1.0,0.0,3.0
200000,400000,4,594,1,0.0,0.0,2.0
7500000,25800000,18,844,1,1.0,1.0,0.0
9000000,34700000,4,771,1,1.0,1.0,3.0
5400000,12500000,4,622,1,0.0,0.0,3.0
1700000,4500000,20,480,0,0.0,0.0,0.0
4300000,11500000,20,337,0,0.0,0.0,0.0
5200000,11200000,6,698,1,0.0,0.0,2.0
4400000,17000000,18,302,0,1.0,1.0,1.0
3900000,7800000,14,349,0,0.0,0.0,0.0
1100000,3300000,10,482,0,0.0,0.0,1.0
2500000,8200000,10,429,0,1.0,0.0,1.0
500000,1300000,8,471,0,0.0,0.0,1.0
9000000,32400000,10,895,1,1.0,1.0,2.0
5100000,20300000,18,757,1,1.0,1.0,1.0
5200000,13500000,2,777,1,0.0,0.0,3.0
4400000,8900000,4,761,1,0.0,0.0,3.0
1900000,4200000,12,821,1,0.0,0.0,0.0
9200000,26500000,6,662,1,0.0,1.0,2.0
4800000,16500000,10,350,0,1.0,1.0,1.0
4900000,10700000,20,321,0,0.0,0.0,0.0
4800000,10100000,4,368,0,0.0,0.0,3.0
9300000,24900000,14,455,0,0.0,0.0,0.0
7500000,24600000,8,744,1,1.0,1.0,2.0
5900000,16800000,4,806,1,0.0,0.0,3.0
9400000,27900000,6,456,0,0.0,0.0,2.0
5300000,13400000,8,719,1,0.0,1.0,1.0
3700000,9000000,18,668,1,0.0,0.0,0.0
2500000,5800000,18,494,0,0.0,0.0,0.0
2800000,10800000,2,841,1,1.0,1.0,3.0
5400000,21400000,8,721,1,1.0,0.0,2.0
3100000,9400000,10,414,0,1.0,0.0,1.0
4800000,15500000,10,812,1,1.0,0.0,1.0
8800000,17500000,20,832,1,0.0,0.0,0.0
4100000,14900000,12,571,1,1.0,1.0,1.0
9700000,37000000,14,459,0,1.0,0.0,1.0
6400000,24100000,6,592,1,1.0,1.0,3.0
3400000,13100000,20,527,0,1.0,1.0,0.0
3500000,10200000,12,333,0,0.0,0.0,1.0
3200000,10000000,18,532,0,1.0,1.0,0.0
4900000,13100000,18,754,1,0.0,0.0,0.0
1300000,4800000,4,835,0,1.0,3.0,3.0
2500000,5400000,10,592,1,0.0,0.0,1.0
7500000,27300000,20,553,1,1.0,0.0,0.0
700000,2000000,8,806,1,0.0,0.0,2.0
8200000,28500000,2,378,1,1.0,0.0,3.0
6900000,26200000,4,534,1,1.0,0.0,3.0
1500000,5900000,16,400,0,1.0,0.0,1.0
6300000,18300000,18,543,0,0.0,0.0,0.0
8800000,25600000,10,715,1,0.0,0.0,1.0
8900000,20700000,6,684,1,0.0,0.0,2.0
2100000,6100000,8,346,0,0.0,0.0,2.0
9200000,29200000,6,669,1,1.0,0.0,3.0
3600000,8000000,12,566,1,0.0,0.0,0.0
8600000,23600000,2,361,0,0.0,0.0,3.0
3000000,8000000,6,333,0,0.0,0.0,2.0
5200000,16300000,8,335,0,1.0,0.0,2.0
7200000,20400000,10,558,1,0.0,0.0,1.0
4000000,15600000,12,436,0,1.0,0.0,1.0
2400000,5200000,2,371,0,0.0,0.0,3.0
5500000,18400000,10,515,0,1.0,0.0,1.0
9000000,24300000,10,599,1,0.0,0.0,1.0
7900000,24000000,20,728,1,1.0,0.0,0.0
6200000,21600000,20,679,1,1.0,0.0,0.0
7900000,29200000,4,399,1,1.0,0.0,3.0
1200000,4500000,6,819,1,1.0,0.0,3.0
4700000,11700000,6,308,0,0.0,0.0,2.0
5900000,15600000,2,730,1,0.0,0.0,3.0
1400000,5100000,14,312,0,1.0,0.0,1.0
4700000,12800000,16,740,1,0.0,0.0,0.0
7600000,20000000,10,522,0,0.0,0.0,1.0
7200000,16900000,4,702,1,0.0,0.0,3.0
1400000,4300000,16,447,0,1.0,0.0,0.0
1400000,2900000,4,829,1,0.0,0.0,3.0
7900000,18500000,18,727,1,0.0,0.0,0.0
7600000,18700000,14,509,0,0.0,0.0,0.0
9600000,34200000,2,745,1,1.0,1.0,3.0
2300000,6600000,18,513,0,0.0,0.0,0.0
8100000,18500000,6,372,0,0.0,0.0,2.0
300000,700000,4,411,0,0.0,0.0,3.0
4700000,10800000,20,495,0,0.0,0.0,0.0
1100000,2500000,4,827,1,0.0,0.0,3.0
8600000,25100000,6,820,1,0.0,0.0,2.0
8700000,28100000,10,660,1,1.0,0.0,1.0
2200000,8600000,4,563,1,1.0,2.0,3.0
500000,1400000,10,883,1,0.0,0.0,1.0
9100000,22000000,12,387,0,0.0,0.0,1.0
2200000,8700000,12,613,1,1.0,2.0,1.0
2200000,8000000,14,335,0,1.0,0.0,1.0
9600000,34500000,2,795,1,1.0,1.0,3.0
6500000,13900000,8,369,0,0.0,0.0,1.0
2400000,7400000,18,888,1,1.0,0.0,0.0
5500000,12300000,6,742,1,0.0,0.0,2.0
5000000,14400000,4,874,1,0.0,0.0,3.0
2700000,8100000,16,691,1,0.0,0.0,0.0
8500000,30300000,12,762,1,1.0,1.0,1.0
4400000,10700000,18,324,0,0.0,0.0,0.0
500000,1800000,20,777,1,1.0,1.0,0.0
8300000,21400000,2,662,1,0.0,0.0,3.0
6000000,13000000,12,462,0,0.0,0.0,0.0
4000000,10400000,14,609,1,0.0,0.0,0.0
4400000,11700000,20,590,1,0.0,0.0,0.0
4400000,15800000,18,779,1,1.0,0.0,0.0
1900000,5000000,14,641,1,0.0,0.0,0.0
5000000,18400000,12,752,1,1.0,0.0,1.0
8000000,23700000,10,305,0,0.0,0.0,1.0
8200000,20700000,10,546,0,0.0,0.0,1.0
7000000,24200000,8,833,1,1.0,0.0,2.0
2400000,8800000,18,421,0,1.0,1.0,1.0
6600000,18800000,4,639,1,0.0,0.0,3.0
3200000,6900000,20,735,1,0.0,0.0,0.0
2600000,5400000,2,377,0,0.0,0.0,3.0
6900000,15600000,20,310,0,0.0,0.0,0.0
4800000,14000000,2,695,1,0.0,0.0,3.0
300000,1200000,4,355,1,1.0,0.0,3.0
4300000,14100000,12,525,0,1.0,1.0,1.0
700000,2400000,20,330,0,1.0,0.0,0.0
9400000,25800000,14,625,1,0.0,0.0,0.0
800000,2900000,10,644,1,1.0,1.0,2.0
4400000,14900000,4,865,1,1.0,0.0,3.0
4700000,14800000,6,661,1,1.0,0.0,3.0
2300000,5000000,8,884,1,0.0,0.0,1.0
8500000,26700000,10,803,1,1.0,0.0,1.0
7600000,28300000,12,800,1,1.0,0.0,1.0
3200000,12600000,18,796,1,1.0,0.0,1.0
2400000,5000000,4,716,1,0.0,0.0,3.0
500000,1100000,18,479,0,0.0,0.0,0.0
8500000,28300000,2,810,1,1.0,0.0,3.0
8900000,20900000,18,568,1,0.0,0.0,0.0
2800000,5600000,8,842,1,0.0,1.0,1.0
2900000,7000000,4,806,1,0.0,0.0,3.0
4900000,17700000,8,722,1,1.0,0.0,2.0
9600000,20700000,14,442,0,0.0,0.0,0.0
3300000,9800000,6,360,0,0.0,0.0,2.0
2800000,5900000,4,461,0,0.0,0.0,3.0
7800000,22200000,10,735,1,0.0,0.0,1.0
2500000,8400000,12,761,1,1.0,0.0,1.0
4400000,10600000,20,653,1,0.0,0.0,0.0
7900000,30800000,4,726,1,1.0,1.0,3.0
8900000,22600000,18,617,1,0.0,0.0,0.0
5600000,13400000,2,460,0,0.0,0.0,3.0
1400000,3300000,8,306,0,0.0,0.0,1.0
500000,1400000,4,471,0,0.0,1.0,3.0
5100000,15300000,4,628,1,0.0,0.0,3.0
9800000,25600000,10,404,0,0.0,0.0,1.0
8600000,21600000,16,804,1,0.0,0.0,0.0
1600000,3900000,20,804,1,0.0,0.0,0.0
2500000,6700000,2,502,0,0.0,0.0,3.0
9500000,22600000,6,861,1,0.0,0.0,2.0
3000000,7800000,14,555,1,0.0,0.0,0.0
5100000,13600000,18,351,0,0.0,0.0,0.0
7600000,23600000,6,358,0,1.0,0.0,3.0
8800000,18800000,14,836,1,0.0,0.0,0.0
1100000,2900000,4,554,1,0.0,0.0,3.0
8700000,30500000,2,443,1,1.0,1.0,3.0
6100000,23600000,4,725,1,1.0,0.0,3.0
1900000,7000000,14,818,1,1.0,0.0,1.0
9900000,38700000,6,670,1,1.0,0.0,3.0
5800000,21100000,6,414,0,1.0,1.0,3.0
9500000,37000000,8,887,1,1.0,0.0,2.0
7900000,26600000,12,409,0,1.0,0.0,1.0
1300000,4500000,14,679,1,1.0,0.0,1.0
700000,2600000,18,478,0,1.0,1.0,1.0
600000,1200000,2,752,1,0.0,0.0,3.0
9400000,33000000,4,616,1,1.0,1.0,3.0
3800000,12500000,14,842,1,1.0,0.0,1.0
7800000,26300000,20,840,1,1.0,1.0,0.0
7800000,27700000,6,430,0,1.0,1.0,3.0
2700000,7000000,4,351,0,0.0,0.0,3.0
600000,2300000,4,347,0,1.0,3.0,3.0
8000000,28800000,10,576,1,1.0,0.0,2.0
4000000,11000000,8,799,1,0.0,0.0,1.0
3300000,10800000,2,550,1,1.0,0.0,3.0
5800000,13300000,4,878,1,0.0,0.0,3.0
2400000,4800000,12,895,1,0.0,0.0,0.0
7600000,29700000,6,603,1,1.0,1.0,3.0
2500000,6900000,12,325,0,0.0,0.0,1.0
3300000,11800000,4,393,1,1.0,1.0,3.0
9800000,30300000,2,612,1,1.0,0.0,3.0
1000000,3800000,8,553,1,1.0,0.0,2.0
2500000,8800000,14,389,0,1.0,0.0,1.0
1900000,6800000,4,782,1,1.0,1.0,3.0
3100000,8500000,12,493,0,0.0,0.0,1.0
6000000,11900000,2,629,1,0.0,0.0,3.0
6500000,21600000,10,419,0,1.0,0.0,1.0
5900000,15800000,2,444,0,0.0,0.0,3.0
6500000,15800000,16,301,0,0.0,0.0,0.0
3800000,11200000,20,479,0,0.0,0.0,0.0
3000000,11400000,10,424,0,1.0,1.0,2.0
4300000,16900000,18,469,0,1.0,1.0,1.0
3500000,8300000,2,897,1,0.0,0.0,3.0
300000,500000,2,477,0,0.0,0.0,3.0
600000,1400000,16,509,0,0.0,0.0,0.0
800000,1700000,4,752,1,0.0,0.0,3.0
5600000,19100000,14,875,1,1.0,0.0,1.0
1800000,3600000,4,343,0,0.0,0.0,2.0
6800000,20800000,20,819,1,1.0,0.0,0.0
4200000,16800000,2,433,1,1.0,1.0,3.0
200000,400000,6,768,1,0.0,0.0,1.0
8500000,31800000,6,714,1,1.0,1.0,3.0
2800000,10100000,16,531,0,1.0,0.0,1.0
3600000,8600000,6,529,0,0.0,0.0,2.0
6200000,19500000,20,448,0,1.0,0.0,0.0
2700000,10000000,2,584,1,1.0,0.0,3.0
6800000,22900000,4,501,1,1.0,1.0,3.0
